DONE|303 909 262 362 619 192 904
DONE|430 668 359 299
DONE|223 861 797 485 208 13 355
DONE|708 227 391 198 601 676
DONE|943 975 490 246 884
DONE|608
DONE|297
DONE|611
DONE|533 322 379 339 546 240 489 383
DONE|502
DONE|149 210 669
DONE|408 270 568 684 213
DONE|526 459 780 630 419 636 927 636
DONE|7 169 274 386 860 172 978 349
DONE|130 203 998 279
DONE|667 171 173 938 739 209
DONE|634 735 315 414 366 734 402 293

DONE|354 652 891
DONE|390 104 800 368 453
DONE|954 802 106 420 896 933
DONE|924 239 655 715
DONE|705 641 384 791 67 359 253
DONE|959 356 903
DONE|71 362 532 643 956 795
DONE|262
DONE|290 682 198 576 661 122
DONE|668 838 990 726 831 726 517 250
DONE|770 932 397 126 836 290 197
174 192 858 321 729 120 271
154 469 595 167
763 836 133 753 562 964 831 431
